"ComplexID","Complex_Name","NUS","NQS","Coverage","Subunits","GO_terms","PubMed.ID","FC C2/C1","FC C3/C1","FC C4/C1","FC C5/C1","FC C6/C1","Noise"
8098,"MT-MMP-1-TIMP2-proMMP-2 complex",3,1,33.33,"P08253, P16035, P50281","GO:0030198",8665498,NA,NA,NA,NA,NA,NA
8099,"NIPBL-RAD21-SMC1A complex",3,2,66.67,"O60216, Q14683, Q6KC79","GO:0000785",34315879,-1.005,1.129,1.049,-1.261,-1.437,0.095
8100,"EMC2-EMC8-WNK1 complex",3,2,66.67,"O43402, Q15006, Q9H4A3","GO:0007029",33964204,1.054,1.171,1.071,1.11,1.243,1
8101,"EMC2-EMC5-EMC8 complex",3,2,66.67,"O43402, Q15006, Q8N4V1","GO:0007029",33964204,1.18,1.078,1.252,1.356,1.227,1
8103,"CAK-ERCC2 subcomplex",4,1,25,"P18074, P50613, P51946, P51948","GO:0006351;GO:0005634;GO:0007049",9130708,NA,NA,NA,NA,NA,NA
8104,"TFIIH transcription factor subcomplex, cdk7-specific",6,1,16.67,"P18074, P19447, P32780, Q13888, Q13889, Q92759","GO:0006355;GO:0005634",9130708,NA,NA,NA,NA,NA,NA
8105,"TFIIH transcription factor subcomplex, p63-specific",5,1,20,"P18074, P19447, P50613, P51946, P51948","GO:0006351;GO:0005634",9130708,NA,NA,NA,NA,NA,NA
8117,"PCID2-ENY2-GANP-SEM1-CETN2 complex",5,2,40,"O60318, P41208, P60896, Q5JVF3, Q9NPA8","GO:0051028",22307388,-1.054,1.077,1.007,-1.07,-1.178,1
8118,"PCID2-ENY2-GANP-SEM1-CETN3 complex",5,2,40,"O15182, O60318, P60896, Q5JVF3, Q9NPA8","GO:0051018",22307388,-1.054,1.077,1.007,-1.07,-1.178,1
8121,"PCGF1-RING1A complex",2,1,50,"Q06587, Q9BSM1","GO:0016567",26151332,NA,NA,NA,NA,NA,NA
8123,"PCGF2-RING1A complex",2,1,50,"P35227, Q06587","GO:0016567",26151332,NA,NA,NA,NA,NA,NA
8125,"PCGF3-RING1A complex",2,1,50,"Q06587, Q3KNV8","GO:0016567",26151332,NA,NA,NA,NA,NA,NA
8127,"PCGF4-RING1A complex",2,1,50,"P35226, Q06587","GO:0016567",26151332,NA,NA,NA,NA,NA,NA
8129,"PCGF5-RING1A complex",2,1,50,"Q06587, Q86SE9","GO:0016567",26151332,NA,NA,NA,NA,NA,NA
8131,"PCGF6-RING1A complex",2,1,50,"Q06587, Q9BYE7","GO:0016567",26151332,NA,NA,NA,NA,NA,NA
8133,"PDCD4-RICTOR complex",2,2,100,"Q53EL6, Q6R327","GO:1903939",25016284,1.112,2.793,2.095,1.133,-1.002,1
8134,"MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37A complex",6,4,66.67,"O75340, Q8NEZ2, Q8WUM4, Q99816, Q9H7P6, Q9UK41","GO:0015031",23924735,-1.012,1.143,1.163,1.157,1.212,0.563
8144,"MAP2K1-NEK10-RAF1 complex",3,2,66.67,"P04049, Q02750, Q6ZWH5","GO:0009411",20956560,-1.009,-1.491,-1.576,-32.764,-1.935,0.694
8151,"Repairosome complex, XPA-specific",10,4,40,"P07992, P12004, P15927, P18074, P18858, P19447, P23025, P28715, P32780, P35251","GO:0006289;GO:0006974",9092621,-1.117,-1.091,-1.329,-4.102,-5.467,0.151
8152,"Repairosome sub-complex, XPA-specific",6,3,50,"P12004, P23025, P27694, P28715, P32780, P35251","GO:0006289;GO:0006974",9092621,-1.061,-1.239,-1.579,-6.455,-8.272,0.044
8156,"RAN-RCC1 complex",2,2,100,"P18754, P62826","GO:0000278",2236072,1.133,1.217,1.155,1.066,-1.037,1
8158,"HHR23B-XPC complex",2,1,50,"P54727, Q01831","GO:0006289;GO:0006974",8692695,NA,NA,NA,NA,NA,NA
8159,"Aposome complex",4,2,50,"O14727, P42574, P55210, P55211","GO:0006915",10428850,1.139,1.158,1.093,1.151,1.207,1
8160,"Microaposome complex",2,2,100,"P42574, P55210","GO:0006915",10428850,1.139,1.158,1.093,1.151,1.207,1
8161,"Procaspase 7-APAF1 complex",2,1,50,"O14727, P55210","GO:0006915",10428850,NA,NA,NA,NA,NA,NA
8162,"DNMT1-associated protein complex",6,3,50,"P12004, P26358, Q13547, Q92993, Q93009, Q96T88","GO:0006306;GO:0006511",21045206,-1.17,-1.728,-1.879,-3.193,-3.921,0.047
8163,"MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37B complex",6,5,83.33,"O75340, Q8WUM4, Q99816, Q9H7P6, Q9H9H4, Q9UK41","GO:0015031",23924735,-1.039,1.173,1.197,1.171,1.238,0.47
8164,"MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37C complex",6,4,66.67,"A5D8V6, O75340, Q8WUM4, Q99816, Q9H7P6, Q9UK41","GO:0015031",23924735,-1.012,1.143,1.163,1.157,1.212,0.563
8165,"MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37D complex",6,4,66.67,"O75340, Q86XT2, Q8WUM4, Q99816, Q9H7P6, Q9UK41","GO:0015031",23924735,-1.012,1.143,1.163,1.157,1.212,0.563
8166,"CD63-syntenin-1 complex",2,1,50,"O00560, P08962","GO:0075502",27578500,NA,NA,NA,NA,NA,NA
8167,"ZMYND10 complex, cytoplasmic",7,2,28.57,"O75800, P11142, P57076, Q86X45, Q8NA54, Q8WXU2, Q9Y230","GO:0070286;GO:0060271;GO:0044458",29601588,-1.024,-1.155,-1.139,-1.23,-1.261,0.302
8168,"STAT1-STAT3 complex",2,2,100,"P40763, P42224","GO:0007259",21207025,1.056,1.119,1.249,1.354,1.489,1
8169,"CD63-PDCD6IP-SDCBP complex",3,2,66.67,"O00560, P08962, Q8WUM4","GO:0075733",27578500,-1.23,-1.433,-1.535,-1.564,-1.597,0.125
8171,"STRIPAK complex",11,9,81.82,"O43815, P30153, P67775, Q08379, Q13033, Q5VSL9, Q9BUL8, Q9NRL3, Q9P289, Q9P2B4, Q9Y3A3","GO:0035331;GO:1903358",21561862,-1.033,-1.148,1.045,1.126,1.151,0.678
8173,"PDCD6IP-SDCBP-SDC1 complex",3,2,66.67,"O00560, P18827, Q8WUM4","GO:1903551",22660413,-1.23,-1.433,-1.535,-1.564,-1.597,0.125
8174,"IKBKG-PIDD1-RIPK1 complex",3,1,33.33,"Q13546, Q9HB75, Q9Y6K9","GO:0043122;GO:0006977",16360037,NA,NA,NA,NA,NA,NA
8175,"AKAP9-PDE4D-PRKACA complex",3,2,66.67,"P17612, Q08499, Q99996","GO:0043949",22908311,1.291,1.458,1.929,2.286,1.709,0.646
8176,"AKAP9-CAMSAP2-PDE4DIPcomplex",3,3,100,"Q08AD1, Q5VU43, Q99996","GO:1903358",28814570,-1.277,-1.123,-1.46,-1.484,-1.642,1
8177,"MutSalpha complex",2,1,50,"P43246, P52701","GO:0006298;GO:0005634;GO:0006281;GO:0006974",10403381,NA,NA,NA,NA,NA,NA
8178,"MutSbeta complex",2,1,50,"P20585, P43246","GO:0006298;GO:0005634;GO:0006974;GO:0006281",10403381,NA,NA,NA,NA,NA,NA
8179,"EMX1-GLI3-WDR11 complex",3,1,33.33,"P10071, Q04742, Q9BZH6","GO:0007224;GO:0060271",29263200,NA,NA,NA,NA,NA,NA
8181,"GNB1-GNG2 complex",2,2,100,"P59768, P62873","GO:0007186",19376773,-1.069,1.601,1.552,-1.01,1.003,0.29
8182,"GNB2-GNG3 complex",2,1,50,"P62879, P63215","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8183,"GNB2-GNG8 complex",2,1,50,"P62879, Q9UK08","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8184,"GNG2-GNB4 complex",2,1,50,"P62879, Q9HAV0","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8186,"GNB5-GNG2 complex",2,1,50,"O14775, P59768","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8187,"GNG7-GNB2 complex",2,1,50,"O60262, P62879","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8188,"GNB2-GNG12 complex",2,2,100,"P62879, Q9UBI6","GO:0007186",19376773,-1.02,1.339,1.198,-1.106,-1.164,0.894
8189,"GNG2-GNB2 complex",2,2,100,"P59768, P62879","GO:0007186",19376773,1.012,1.545,1.534,1.024,-1.048,0.195
8190,"GNGT2-GNB2 complex",2,1,50,"O14610, P62879","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8192,"GNB1-PDCL complex",2,1,50,"P62873, Q13371","GO:0000827",19376773,NA,NA,NA,NA,NA,NA
8193,"GNB5-CCT5 complex",2,1,50,"O14775, P48643","None",19376773,NA,NA,NA,NA,NA,NA
8194,"GNB1-CCT5 complex",2,2,100,"P48643, P62873","GO:0008277",19376773,-1.049,1.172,1.191,1.042,1.076,1
8195,"GNB2-PDCL complex",2,1,50,"P62879, Q13371","GO:0008277",19376773,NA,NA,NA,NA,NA,NA
8197,"GNG4-GNB2 complex",2,1,50,"P50150, P62879","GO:0007186",19376773,NA,NA,NA,NA,NA,NA
8198,"PDCL-GNB5-CCT complex",3,1,33.33,"O14775, P48643, Q13371","GO:1902605",19376773,NA,NA,NA,NA,NA,NA
8199,"KCNQ1-AKAP9-PDE4D3(isoform 2) complex",3,1,33.33,"P51787, Q08499-2, Q99996","GO:0005249",19218243,NA,NA,NA,NA,NA,NA
8203,"KIF17-RAB23-TNPO1 complex",3,2,66.67,"Q92973, Q9P2E2, Q9ULC3","GO:0042073;GO:0060271",26136363,1.261,1.022,1.017,1.254,1.089,1
8205,"PAWR-PRKCZ-SQSTM1 complex",3,2,66.67,"Q05513, Q13501, Q96IZ0","GO:0043067;GO:0043122",11755531,-1.313,-1.093,-1.431,-1.711,-1.461,0.335
8206,"PAXX complex",8,5,62.5,"P12956, P13010, P49917, P78527, Q13426, Q96SD1, Q9BUH6, Q9H9Q4","GO:0006303;GO:0005634",25941166,1.017,1.217,1.146,1.036,-1.105,0.11
8207,"ACK1-GRB2-EGFR complex",3,1,33.33,"P00533, P62993, Q07912","None",19815557,NA,NA,NA,NA,NA,NA
8208,"ACK1-GRB2-PPDGFR complex",3,1,33.33,"P16234, P62993, Q07912","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8209,"ACK1-GBR2-AXL complex",3,1,33.33,"P30530, P62993, Q07912","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8211,"ACK1-GRB2-ALK complex",3,1,33.33,"P62993, Q07912, Q9UM73","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8212,"ACK1-GRB2-LTK1 complex",3,1,33.33,"P29376, P62993, Q07912","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8213,"MIG6-GRB2-EGFR complex",3,1,33.33,"P00533, P62993, Q9UJM3","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8214,"MIG6-GRB2-PDGFR complex",3,1,33.33,"P16234, P62993, Q9UJM3","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8215,"MIG6-GBR2-AXL complex",3,1,33.33,"P30530, P62993, Q9UJM3","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8216,"ALK-GRB2-MIG6 complex",3,1,33.33,"P62993, Q9UJM3, Q9UM73","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8217,"GRB2--LTK-MIG6 complex",3,1,33.33,"P29376, P62993, Q9UJM3","GO:0045859",19815557,NA,NA,NA,NA,NA,NA
8219,"CNBP-PCBP2 complex",2,2,100,"P62633, Q15366","GO:0006417",17327219,-1.191,-1.068,-1.073,-1.085,-1.249,1
8221,"LATS1-PCBP2-SAV1-STK3-STK4 complex",5,2,40,"O95835, Q13043, Q13188, Q15366, Q9H4B6","GO:0035330",27215387,1.055,1.074,1.252,1.405,1.178,1
8222,"LATS1-PCBP1-SAV1-STK3-STK4 complex",5,2,40,"O95835, Q13043, Q13188, Q15365, Q9H4B6","None",27215387,1.061,1.141,1.4,1.611,1.418,0.494
8223,"RIL-TRIP6-PTP-BL complex",3,2,66.67,"P50479, Q12923, Q15654","GO:0032956",10826496,1.076,1.363,1.38,1.206,1.08,1
8226,"PEAK1-PPP1CA-SHC1 complex",3,2,66.67,"P29353, P62136, Q9H792","None",23846654,-1.414,-1.454,-1.696,-1.971,-1.505,0.572
8227,"PEAK1-PPP1CC-SHC1 complex",3,2,66.67,"P29353, P36873, Q9H792","None",23846654,-1.529,-1.785,-1.955,-2.505,-1.966,0.328
8228,"BDKRB2-GNAQ-PECAM1 complex",3,1,33.33,"P16284, P30411, P50148","None",18672896,NA,NA,NA,NA,NA,NA
8234,"ESR1-PELP1-SRC complex",3,1,33.33,"P03372, P12931, Q8IZL8","None",14963108,NA,NA,NA,NA,NA,NA
8236,"PPIH-PRPF3-PRPF4 complex",3,3,100,"O43172, O43395, O43447","GO:0000398",9404889,-1.119,1.078,-1.043,-1.17,-1.373,0.112
8237,"XAF1-XIAP complex",2,1,50,"P98170, Q6GPH4","GO:0010498",17613533,NA,NA,NA,NA,NA,NA
8238,"PTEN-PP1MA-SMAD2-SMAD3 complex",4,2,50,"P35813, P60484, P84022, Q15796","GO:0007179",18482992,-1.108,-1.097,-1.084,-1.172,-1.107,1
8239,"PPIE-AQR-XAB2-ISY1-ZNF830 complex",5,4,80,"O60306, Q96NB3, Q9HCS7, Q9ULR0, Q9UNP9","GO:0000398",25599396,-1.078,-1.067,-1.107,-1.385,-1.595,0.322
8240,"BIRC5-XIAP complex",2,1,50,"O15392, P98170","GO:0042981;GO:0010498",15218035,NA,NA,NA,NA,NA,NA
8241,"PPIH-PRPF4 complex",2,2,100,"O43172, O43447","GO:0000398",11823439,-1.171,1.091,-1.05,-1.19,-1.426,0.194
8242,"PPIH-PRPf18 complex",2,1,50,"O43447, Q99633","GO:0000398",11823439,NA,NA,NA,NA,NA,NA
8244,"PPP1CA-PNUTS-TOX4-WDR82 complex",4,3,75,"O94842, P62136, Q6UXN9, Q96QC0","None",20516061,1.017,1.061,1.009,-1.101,-2.063,0.125
8245,"PPP1CB-PNUTS-TOX4-WDR82 complex",4,3,75,"O94842, P62140, Q6UXN9, Q96QC0","GO:1902275",20516061,1.042,1.065,1.08,-1.092,-2.195,0.287
8246,"PPP1CC-PNUTS-TOX4-WDR82 complex",4,3,75,"O94842, P36873, Q6UXN9, Q96QC0","GO:1902275",20516061,-1.066,-1.176,-1.148,-1.343,-6.334,0.54
8247,"EIF2S1-NCK1-PPP1CA-PPP1R15B complex",4,2,50,"P05198, P16333, P62136, Q5SWA1","GO:0070262",16835242,-1.07,-1.086,-1.132,-1.163,-1.182,0.488
8248,"RPA1-RPA2-RPA3-XPA complex",4,3,75,"P15927, P23025, P27694, P35244","GO:0006289",12390028,-1.011,1.03,-1.076,-1.341,-1.51,0.243
8249,"CETN2-RAD23B-XPC complex",3,1,33.33,"P41208, P54727, Q01831","GO:0006289;GO:0005634",11279143,NA,NA,NA,NA,NA,NA
8250,"CETN2-RAD23A-XPC complex",3,1,33.33,"P41208, P54725, Q01831","GO:0005634;GO:0006289",11279143,NA,NA,NA,NA,NA,NA
8251,"RAN-RANBP3-XPO1 complex",3,3,100,"O14980, P62826, Q9H6Z4","GO:0006611;GO:0005737;GO:0005634",11571268,1.062,1.14,1.052,-1.094,-1.11,0.241
8252,"RAN-XPO4 complex",2,1,50,"P62826, Q9C0E2","GO:0006611;GO:0005737;GO:0005634",10944119,NA,NA,NA,NA,NA,NA
8253,"DCTN1-OSBPL1A-RAB7A-RILP complex",4,2,50,"P51149, Q14203, Q96NA2, Q9BXW6","GO:0005770;GO:0043231",19564404,-1.042,-1.214,-1.125,-1.083,-1.101,1
8254,"RAN-XPO5 complex",2,2,100,"P62826, Q9HAV4","GO:0006611;GO:0005737;GO:0005634;GO:0006405",12426392,1.102,-1.051,-1.059,-1.103,-1.146,0.759
8255,"DNAJB12-DNAJB14-HSPA8-SGTA complex",4,2,50,"O43765, P11142, Q8TBM8, Q9NXW2","GO:0046718;GO:1903513;GO:0036503",24675744,1.143,1.011,1.078,1.062,1.103,1
8257,"RAN-XPO6 complex",2,2,100,"P62826, Q96QU8","GO:0006611;GO:0005634;GO:0005737",14592989,1.077,-1.155,-20.468,-1.278,-20.841,1
8258,"RAN-XPO7 complex",2,2,100,"P62826, Q9UIA9","GO:0005737;GO:0006611;GO:0005634",15282546,1.095,1.23,1.228,1.161,1.121,1
8259,"RAN-XPOT complex",2,2,100,"O43592, P62826","GO:0006405;GO:0005737;GO:0005634",9660920,1.216,1.119,1.092,1.085,1.101,0.848
8260,"IPO4-RAN complex",2,2,100,"P62826, Q8TEX9","GO:0005634;GO:0005737;GO:0006606",17682055,1.1,1.004,1.028,1.062,-1.037,1
8261,"IPO5-RAN complex",2,2,100,"O00410, P62826","GO:0005737;GO:0005634;GO:0006610",9687515,1.142,1.051,1.008,-1.051,-1.119,1
8262,"IPO7-RAN complex",2,2,100,"O95373, P62826","GO:0006610;GO:0005737;GO:0005634",9687515,1.176,-1.035,-1.044,-1.019,-1.024,0.999
8263,"IPO11-RAN complex",2,2,100,"P62826, Q9UI26","GO:0006606;GO:0005737;GO:0005634",31881079,1.15,1.096,-1.005,-1.126,-1.216,0.713
8264,"IPO13-RAN complex",2,1,50,"O94829, P62826","GO:0005737;GO:0005634;GO:0006606;GO:0006611",11447110,NA,NA,NA,NA,NA,NA
8266,"PPP3CB-PPP3R1 complex",2,2,100,"P16298, P63098","GO:0006468",19154138,1.068,1.026,1.132,1.226,1.362,0.228
8267,"DNAJB14-HSPA1-HSPH8-SGTA complex",4,3,75,"O43765, P11142, Q8TBM8, Q92598","GO:0036503;GO:0046718;GO:0030163;GO:1903513;GO:0045087;GO:0019048",26244546,-1.085,-1.426,-1.284,-1.294,-1.343,0.739
8268,"PPP3CC-PPP3R1 complex",2,2,100,"P48454, P63098","None",19154138,1.078,1.282,1.099,18.726,1.376,1
8272,"RAB8A-TNPO1 ciliary transport complex",2,2,100,"P61006, Q92973","GO:0042073",27633000,-1.016,-1.03,-1.143,-1.397,-1.519,0.266
8273,"CTLH complex",9,3,33.33,"Q7L5Y9, Q8IUR7-2, Q8IUR7-6, Q8IVV7, Q96S59, Q9H7D7, Q9H871, Q9NWU2, Q9UL63","GO:0043130;GO:0006511",31285494,1.07,-1.341,-6.9,-1.309,-1.131,0.583
8274,"IPO9-RAN complex",2,2,100,"P62826, Q96P70","GO:0006610;GO:0005737;GO:0005634",11823430,1.097,-1.007,-1.045,-1.13,-1.219,0.999
8275,"IPO8-RAN complex",2,2,100,"O15397, P62826","GO:0006606;GO:0005737;GO:0005634",11682607,1.191,1.158,1.173,1.085,-1.039,0.579
8276,"IPO7-KPNB1 complex",2,2,100,"O95373, Q14974","GO:0006606;GO:0005737;GO:0005634",12080050,1.039,-1.224,-1.238,-1.174,-1.199,0.394
8277,"TC45-p65 complex",2,1,50,"P17706-2, Q04206","GO:1901222",30867837,NA,NA,NA,NA,NA,NA
8280,"AIM2 PANoptosome complex",9,1,11.11,"O14862, O15553, P29466, Q13158, Q13546, Q14790, Q9H171, Q9ULZ3, Q9Y572","GO:0061702;GO:0042742;GO:0051607;GO:0045087;GO:0002221;GO:0050727;GO:0042981;GO:1990784",34471287,NA,NA,NA,NA,NA,NA
8290,"RAN-TNPO3 complex",2,2,100,"P62826, Q9Y5L0","GO:0006606;GO:0005737;GO:0005634",24449914,1.094,1.039,1.001,-1.069,-1.126,1
8293,"RAN-TNPO1 complex",2,2,100,"P62826, Q92973","GO:0006606;GO:0005737;GO:0005634",10353245,1.115,1.156,1.066,-1.067,-1.135,0.635
8294,"PANoptosome",7,1,14.29,"Q13158, Q13546, Q14790, Q96P20, Q9H171, Q9ULZ3, Q9Y572","GO:0045087;GO:0002221;GO:0051607;GO:0042742;GO:0061702;GO:0050727;GO:0042981;GO:0043067",32547960,NA,NA,NA,NA,NA,NA
8299,"RAN-RANBP1 complex",2,2,100,"P43487, P62826","GO:0006913;GO:0005737",7882974,1.254,1.139,1.054,-1.037,-1.197,0.679
8300,"RAN-RANBP1-RCC1 complex",3,3,100,"P18754, P43487, P62826","GO:0000278",7882974,1.139,1.158,1.082,-1.037,-1.217,0.55
8301,"AIPL1 chaperone complex",4,2,50,"P07900, P0DMV8, P11142, Q9NZN9","GO:0061077;GO:0007601",18408180,-1.03,-1.178,-1.136,-1.211,-1.256,0.209
8305,"PP6 holoenzyme",8,5,62.5,"O00743, O15084, O75170, P78318, Q5H9R7, Q8N8A2, Q8NB46, Q9UPN7","GO:0007346",21187329,-1.008,-1.088,-1.051,-1.08,-1.124,0.921
8306,"Ragulator complex",3,2,66.67,"Q6IAA8, Q9UHA4, Q9Y2Q5","GO:0005765;GO:1904263;GO:0043408;GO:0071230",20381137,-1.095,-1.16,-1.112,-1.075,-1.057,0.976
8307,"Ragulator-Rag complex",5,2,40,"Q5VZM2, Q6IAA8, Q9NQL2, Q9UHA4, Q9Y2Q5","GO:0005765;GO:1904263;GO:0071230",20381137,-1.095,-1.16,-1.112,-1.075,-1.057,0.976
8310,"mTORC1-PRAS40 complex",4,1,25,"P42345, Q8N122, Q96B36, Q9BVC4","GO:0071230;GO:0032869;GO:0031931;GO:0038202;GO:0005764;GO:0001558;GO:0042127;GO:0006468;GO:0051726",17604271,NA,NA,NA,NA,NA,NA
8311,"NHEJ1-XRCC4 complex",2,1,50,"Q13426, Q9H9Q4","GO:0000724",22287571,NA,NA,NA,NA,NA,NA
8313,"PPP4C-PPP4R1 complex",2,2,100,"P60510, Q8TF05","GO:0004722",11729228,-1.071,-1.319,-1.402,-1.66,-1.882,0.208
8314,"PPP4C-PPP4R2-PPP4R3B complex",3,2,66.67,"P60510, Q5MIZ7, Q9NY27","GO:0006470;GO:0016791",18614045,1.006,-1.04,-1.019,-1.175,-1.166,1
8315,"PPP4C-PPP4R2-PPP4R3A complex",3,3,100,"P60510, Q6IN85, Q9NY27","GO:0016791;GO:0006470",18614045,-1.123,-1.082,-1.06,-1.237,-1.477,0.655
8316,"PPP4C-PPP4R4 complex",2,1,50,"P60510, Q6NUP7","GO:0005829;GO:0004722",18715871,NA,NA,NA,NA,NA,NA
8317,"AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex",10,6,60,"P04049, P04150, P07900, P0DMV8, P11802, P31749, P49815, P53041, Q16543, Q92574","None",29127155,-1.056,-1.202,-1.254,-2.473,-1.508,0.32
8318,"HSP90AA1-TSC1-TSC2 complex",3,1,33.33,"P07900, P49815, Q92574","None",29127155,NA,NA,NA,NA,NA,NA
8319,"PPP6C-TRIM14-WHIP complex",3,1,33.33,"O00743, Q14142, Q96S55","GO:0045087;GO:0002221;GO:0039535;GO:0005739",29053956,NA,NA,NA,NA,NA,NA
8320,"ANKRD28-PPP6C-PPP6R1 complex",3,2,66.67,"O00743, O15084, Q9UPN7","None",18186651,1.01,1.058,1.021,1.139,1.103,1
8321,"ANKRD44-PPP6C-PPP6R1 complex",3,3,100,"O00743, Q8N8A2, Q9UPN7","None",18186651,-1.026,1.302,1.593,1.603,1.763,0.52
8322,"ANKRD28-PPP6C-PPP6R3 complex",3,2,66.67,"O00743, O15084, Q5H9R7","None",18186651,-1.041,1.051,-1.006,1.08,1.051,1
8323,"ANKRD52-PPP6C-PPP6R1 complex",3,2,66.67,"O00743, Q8NB46, Q9UPN7","None",18186651,1.01,1.058,1.021,1.139,1.103,1
8324,"Ragulator complex",5,3,60,"O43504, Q0VGL1, Q6IAA8, Q9UHA4, Q9Y2Q5","GO:0006622;GO:1904263;GO:0071230;GO:0005085;GO:0005765",22980980,-1.069,-1.201,-1.162,-1.144,-1.091,0.307
8325,"Ragulator-Rag complex",7,3,42.86,"O43504, Q0VGL1, Q6IAA8, Q7L523, Q9HB90, Q9UHA4, Q9Y2Q5","GO:0071230;GO:0005765;GO:1904263",22980980,-1.069,-1.201,-1.162,-1.144,-1.091,0.307
8327,"mTORC2 complex (PROTOR1)",5,2,40,"P42345, P85299, Q6R327, Q9BPZ7, Q9BVC4","GO:0051897;GO:0006468;GO:0030307;GO:0031932;GO:0038203;GO:0007010",17461779,-1.273,1.049,-1.026,-1.083,1.172,1
8328,"mTORC2 complex (PROTOR2)",5,2,40,"P42345, Q6MZQ0, Q6R327, Q9BPZ7, Q9BVC4","GO:0051897;GO:0006468;GO:0030307;GO:0031932;GO:0038203;GO:0007010",17461779,-1.273,1.049,-1.026,-1.083,1.172,1
8331,"DLD-NFE2L1-RAN complex",3,2,66.67,"P09622, P62826, Q14494","GO:0009314",33508374,1.114,1.209,1.273,1.197,1.218,1
8333,"DNMT1-UHRF1-USP7 complex",3,2,66.67,"P26358, Q93009, Q96T88","GO:0010216;GO:0016570",29507645,-1.169,-1.908,-1.652,-2.754,-2.738,0.575
8335,"GNAI1-GNB1-GNGT1-NTS-NTSR1 complex",5,1,20,"P30989, P30990, P62873, P63096, P63211","GO:0007186",33633398,NA,NA,NA,NA,NA,NA
8336,"CAV1-OCLN-PDCD6IP complex",3,2,66.67,"Q03135, Q16625, Q8WUM4","GO:1903900",33058236,-1.074,-1.25,-1.365,-1.706,-1.962,0.373
8337,"GSK3B-SRPK1-WNK1 complex",3,3,100,"P49841, Q96SB4, Q9H4A3","GO:0006468;GO:0051169",33315986,1.121,1.197,1.1,1.083,1.266,0.982
8339,"ADCYAP1-GNAS-GNB1-GNGT1-VIPR1 complex",5,2,40,"P18509, P32241, P62873, P63092, P63211","None",32807782,-1.009,1.467,1.43,1.16,1.148,0.217
8340,"TTT complex",3,3,100,"O43156, Q6NXR4, Q9Y4R8","GO:0010212;GO:2001020;GO:1901976;GO:0072423",20810650,-1.158,-1.27,-1.669,-1.77,-28.237,0.797
8341,"RUVBL1-RUVBL2-DKC1 complex",3,3,100,"O60832, Q9Y230, Q9Y265","GO:1905323",18358808,-1.033,-1.005,-1.058,-1.17,-1.237,0.689
8342,"RUVBL1-RUVBL2-TERT complex",3,3,100,"O14746, Q9Y230, Q9Y265","GO:0016887;GO:1905323",18358808,-1.158,-1.794,-2.108,-2.468,-2.743,0.163
8343,"SMG1 complex",3,2,66.67,"Q8ND04, Q96Q15, Q9H0W8","GO:0004674;GO:2000622;GO:0005737",19417104,15.919,-1.163,14.897,16.456,1.003,1
8344,"RUVBL1-RUVBL2 complex",2,2,100,"Q9Y230, Q9Y265","GO:0005634;GO:0016887",10428817,-1.035,-1.015,-1.07,-1.183,-1.252,0.102
8347,"NOL11-UTP4-WDR43 complex",3,2,66.67,"Q15061, Q969X6, Q9H8H0","GO:0005730;GO:0007059",32479628,-1.316,-21.863,-1.352,-1.169,-1.24,1
8348,"AP1G1-LZTFL1-TFRC complex",3,3,100,"O43747, P02786, Q9NQ48","GO:0006886;GO:0048471",31895934,1.005,-1.212,-1.062,-1.235,-1.36,0.997
8349,"EGLN3-PKM complex",2,1,50,"P14618, Q9H6Z9","GO:0001666",31760602,NA,NA,NA,NA,NA,NA
8351,"ANXA2-MMP2-WFDC2 complex",3,1,33.33,"P07355, P08253, Q14508","GO:0016477",31210752,NA,NA,NA,NA,NA,NA
8354,"RHOH-CTNND1 complex",2,1,50,"O60716, Q15669","None",27574848,NA,NA,NA,NA,NA,NA
8355,"AP2-PICALM adaptor complex",4,4,100,"O95782, P63010, Q13492, Q96CW1","GO:0006914;GO:0072583;GO:0030119;GO:0038024",24067654,-1.008,-1.151,-1.206,-1.375,-1.398,0.114
8357,"DNAJB1-HSPA4-HSPA8 complex",3,3,100,"P11142, P25685, P34932","GO:0022411",26300264,-1.18,-1.489,-1.599,-1.749,-1.969,0.371
8358,"MDM2-RSL1D1-TP53 complex",3,1,33.33,"O76021, P04637, Q00987","GO:0008285",34362424,NA,NA,NA,NA,NA,NA
