"ComplexID","Complex_Name","NUS","NQS","Coverage","Subunits","GO_terms","PubMed.ID","FC C2/C1","FC C3/C1","FC C4/C1","FC C5/C1","FC C6/C1","Noise"
7805,"ARRB2-GNB1-GNG2-PTH1R complex",4,2,50,"P32121, P59768, P62873, Q03431","GO:0007186;GO:0005886",23297229,-1.069,1.601,1.552,-1.01,1.003,0.29
7806,"MAP2K5-PRKCD-SQSTM1 complex",3,1,33.33,"Q05655, Q13163, Q13501","None",12813044,NA,NA,NA,NA,NA,NA
7807,"7SK snRNP-LEC complex",6,1,16.67,"P55199, Q4G0J3, Q659A1, Q7L2J0, Q8N5P1, Q9Y2F5","GO:0005634;GO:0006357;GO:0016073",28254838,NA,NA,NA,NA,NA,NA
7808,"METTL3-METTL14-WTAP complex",3,1,33.33,"Q15007, Q86U44, Q9HCE5","GO:0005634;GO:0060612;GO:0044771",24407421,NA,NA,NA,NA,NA,NA
7809,"m(6)A methyltransferase complex",6,2,33.33,"Q15007, Q5T200, Q69YN4, Q75N03, Q86U44, Q9HCE5","GO:0036396",29507755,-1.165,-1.041,-1.161,-1.096,-1.533,0.382
7812,"HDAC1-HDAC2-MIER1-MIER2 complex",4,1,25,"Q13547, Q8N108, Q8N344, Q92769","GO:0005634",19061646,NA,NA,NA,NA,NA,NA
7813,"CDYL-complex",9,1,11.11,"O95785, Q13127, Q13547, Q15047, Q8N108, Q92769, Q96KQ7, Q9H9B1, Q9Y232","GO:0005634;GO:0045892;GO:0016570",19061646,NA,NA,NA,NA,NA,NA
7814,"CDYL-CAF1-MCM complex",13,7,53.85,"P25205, P33991, P33992, P33993, P49736, Q09028, Q13111, Q13112, Q14566, Q15047, Q15910, Q96KQ7, Q9Y232","GO:0044843;GO:0016570",28402439,-1.11,-1.641,-2.778,-5.475,-15.166,0.003
7817,"ASH2L-MRTFA complex",2,1,50,"Q969V6, Q9UBL3","GO:0045893",25746000,NA,NA,NA,NA,NA,NA
7819,"MLKL-PGAM5-RIPK1-RIPK3 complex",4,1,25,"Q13546, Q8NB16, Q96HS1, Q9Y572","GO:0070265;GO:0031966",22265414,NA,NA,NA,NA,NA,NA
7820,"BMI1-CBX8-MLLT3-RING1 complex",4,1,25,"P35226, P42568, Q06587, Q9HC52","GO:0006355",23891621,NA,NA,NA,NA,NA,NA
7822,"MOB4-STK26 complex",2,1,50,"Q9P289, Q9Y3A3","GO:0035330",30072378,NA,NA,NA,NA,NA,NA
7823,"MOB1A-STK3-STK38 complex",3,2,66.67,"Q13188, Q15208, Q9H8S9","GO:0016301",18362890,1.013,1.119,1.323,1.481,1.33,1
7826,"ATP9A-DOP1B-MON2 complex",3,1,33.33,"O75110, Q7Z3U7, Q9Y3R5","GO:0061355",30213940,NA,NA,NA,NA,NA,NA
7830,"AMOT-MPP5-NF2-PATJ complex",4,1,25,"P35240, Q4VCS5, Q8N3R9, Q8NI35","GO:0070160;GO:0043409",21481793,NA,NA,NA,NA,NA,NA
7831,"MRAS-PPP1CA-SHOC2 complex",3,2,66.67,"O14807, P62136, Q9UQ13","GO:0043408",16630891,-1.076,-1.028,-1.093,-1.151,-1.216,0.074
7832,"MRAS-PPP1CB-SHOC2 complex",3,2,66.67,"O14807, P62140, Q9UQ13","GO:0016310;GO:0016020",24211266,-1.048,-1.022,-1.013,-1.141,-1.255,0.524
7833,"MRAS-SCRIB-SHOC2 complex",3,2,66.67,"O14807, Q14160, Q9UQ13","GO:0043408",24211266,-1.06,1.051,1.043,1.082,1.033,1
7834,"MRC2-PLAU-PLAUR complex",3,1,33.33,"P00749, Q03405, Q9UBG0","GO:0009986;GO:0048771",10636902,NA,NA,NA,NA,NA,NA
7835,"MRNIP-MRE11-NBN-RAD50 complex",4,3,75,"O60934, P49959, Q6NTE8, Q92878","GO:0005634;GO:1990391;GO:0045739;GO:0006974",27568553,-1.142,1.126,1.068,-3.391,-1.317,0.451
7836,"GOLGA2-PCDC10-STK26 complex",3,2,66.67,"Q08379, Q9BUL8, Q9P289","GO:0005794;GO:0051683;GO:0016477;GO:0030011",20332113,-1.069,-1.282,-1.138,-1.079,-1.056,1
7837,"MTREX-ZFC3H1 complex",2,1,50,"O60293, P42285","GO:0005634;GO:0006401",27871484,NA,NA,NA,NA,NA,NA
7838,"MUC1-RELA complex",2,1,50,"P15941, Q04206","GO:0005634;GO:0045893",22021035,NA,NA,NA,NA,NA,NA
7839,"MUC1-SH3KBP1 complex",2,1,50,"P15941, Q96B97","GO:0005886;GO:0005737;GO:0005856;GO:0016477",24072600,NA,NA,NA,NA,NA,NA
7840,"GRB2-MUC1-SOS1 complex",3,1,33.33,"P15941, P62993, Q07889","GO:0023052",7664271,NA,NA,NA,NA,NA,NA
7844,"dREAM-like complex",8,1,12.5,"Q08999, Q09028, Q14186, Q16254, Q52LA3, Q5TKA1, Q6MZP7, Q96GY3","GO:0051726",17531812,NA,NA,NA,NA,NA,NA
7851,"APC/C-ANAPC16 complex",9,3,33.33,"P30260, Q13042, Q96DE5, Q9H1A4, Q9UJX2, Q9UJX3, Q9UJX4, Q9UJX5, Q9UJX6","None",20360068,-1.139,-1.261,-6.255,-1.398,-6.65,0.376
7853,"NAA10-NAA16 complex",2,1,50,"P41227, Q6N069","GO:0006474",19480662,NA,NA,NA,NA,NA,NA
7854,"NAA10-NAA15_NAA50 complex",3,3,100,"P41227, Q9BXJ9, Q9GZZ1","GO:0006474;GO:0005737",16507339,-1.118,-1.418,-1.418,-1.456,-1.589,0.091
7855,"NAA30-NAA35-NAA38 complex",3,1,33.33,"Q147X3, Q5VZE5, Q9BRA0","GO:0005737;GO:0006474;GO:0051726",19398576,NA,NA,NA,NA,NA,NA
7856,"NAA20-NAA25 complex",2,1,50,"P61599, Q14CX7","GO:0006474;GO:0005737;GO:0051726",18570629,NA,NA,NA,NA,NA,NA
7859,"INIP-INTS3-NABP1 complex",3,1,33.33,"Q68E01, Q96AH0, Q9NRY2","GO:0005634;GO:0010212;GO:0000724;GO:0007165",19605351,NA,NA,NA,NA,NA,NA
7860,"INIP-INTS3-NABP2 complex",3,1,33.33,"Q68E01, Q9BQ15, Q9NRY2","GO:0000724;GO:0005634;GO:0010212;GO:0007165",19605351,NA,NA,NA,NA,NA,NA
7861,"NACA-BTF3 complex",2,1,50,"P20290, Q13765","GO:0006412;GO:0005829",10982809,NA,NA,NA,NA,NA,NA
7863,"NBAS-RINT1-ZW10 complex",3,2,66.67,"A2RRP1, O43264, Q6NUQ1","GO:0016020;GO:0006890;GO:0016192",20462495,1.018,-1.153,-1.17,-1.192,-1.197,1
7864,"NCBP1-NCBP3 complex",2,1,50,"Q09161, Q53F19","GO:0000339;GO:0051607;GO:0051028",26382858,NA,NA,NA,NA,NA,NA
7865,"NCLN-NOMO1-TMEM147 complex",3,2,66.67,"Q15155, Q969V3, Q9BVK8","GO:0038092;GO:0000139",20538592,-1.039,-1.151,-1.187,-1.223,-1.347,0.17
7868,"MMP9-NEU1-TLR7 complex",3,1,33.33,"P14780, Q99519, Q9NYK1","GO:0006954;GO:0008063",23827939,NA,NA,NA,NA,NA,NA
7870,"NGRN complex",6,1,16.67,"O95900, Q6P087, Q96CM3, Q96I51, Q9NPE2, Q9NYY8","GO:0005739;GO:0006119;GO:0070129;GO:0019843",27667664,NA,NA,NA,NA,NA,NA
7871,"NFE4-TFCP2 complex",2,1,50,"Q12800, Q86UQ8","GO:0005634;GO:0006355",7828600,NA,NA,NA,NA,NA,NA
7872,"LYRM4-NFS1 complex",2,1,50,"Q9HD34, Q9Y697","GO:0006777;GO:0005737;GO:0016226",18650437,NA,NA,NA,NA,NA,NA
7874,"H/ACA ribonucleoprotein complex",4,4,100,"O60832, Q9NPE3, Q9NX24, Q9NY12","GO:0005730;GO:0015030;GO:0031118",11074001,-1.074,3.621,3.871,3.329,3.44,0.221
7876,"NISCH-STK11 complex",2,1,50,"Q15831, Q9Y2I1","GO:0005829;GO:0030010;GO:0006468",23572524,NA,NA,NA,NA,NA,NA
7879,"NLRP3-NLRC4 inflammasome",5,1,20,"P29466, Q14790, Q96P20, Q9NPP4, Q9ULZ3","GO:0042742;GO:0002221;GO:0061702;GO:0045087;GO:0050727;GO:0032731;GO:0042981;GO:0140447",24803432,NA,NA,NA,NA,NA,NA
7880,"DHX9-NLRP9-PYCARD complex",3,2,66.67,"Q08211, Q7RTR0, Q9ULZ3","GO:0051607;GO:0006954;GO:0045087;GO:0032741;GO:0070269",28636595,1.105,1.153,1.041,-1.045,-1.304,1
7881,"NMD3-RAN-XPO1 complex",3,3,100,"O14980, P62826, Q96D46","GO:0000055;GO:0005737;GO:0005634",12724356,1.16,1.16,1.09,1.026,-1.04,0.625
7882,"BSG-JUP-NME1 complex",3,2,66.67,"P14923, P15531, P35613","GO:0005911;GO:0031991",24994937,1.134,1.118,-1.092,-1.213,-1.272,0.398
7883,"MIF-NME1 complex",2,1,50,"P14174, P15531","GO:0042981;GO:0051726",18815136,NA,NA,NA,NA,NA,NA
7884,"ANP32A-APEX1-HMG2-NME1-SET complex",5,5,100,"P15531, P26583, P27695, P39687, Q01105","GO:0006915;GO:0006304",12628186,1.117,1.36,1.226,-1.014,-1.123,0.406
7886,"NOX1-NOXA1-NOXO1-RAC1 complex",4,1,25,"P63000, Q86UR1, Q8NFA2, Q9Y5S8","GO:1903409",16636067,NA,NA,NA,NA,NA,NA
7887,"NLRP6 inflammasome",3,1,33.33,"P29466, P59044, Q9ULZ3","GO:0009617;GO:0045087;GO:0032741;GO:0002221;GO:0061702;GO:0050727;GO:0044403;GO:0010033",26638072,NA,NA,NA,NA,NA,NA
7888,"NLRP7 inflammasome",3,1,33.33,"P29466, Q8WX94, Q9ULZ3","GO:0061702;GO:0045087;GO:0002221;GO:0050727;GO:0032731;GO:0032741;GO:0042742;GO:0140447",22361007,NA,NA,NA,NA,NA,NA
7889,"AIM2 inflammasome",3,1,33.33,"O14862, P29466, Q9ULZ3","GO:0061702;GO:0051607;GO:0045087;GO:1990784;GO:0042742;GO:0002221;GO:0032731;GO:0140447;GO:0140639",19158676,NA,NA,NA,NA,NA,NA
7892,"AIM2 inflammasome (CASP8)",3,1,33.33,"O14862, Q14790, Q9ULZ3","GO:0045087;GO:0005829;GO:0042742;GO:0002221;GO:0061702;GO:0050727;GO:0032731;GO:0042981;GO:1990784;GO:0140447",22555457,NA,NA,NA,NA,NA,NA
7893,"DDX58-PYCARD complex",2,1,50,"O95786, Q9ULZ3","GO:0045087;GO:0002221;GO:0039529;GO:0051607;GO:0050729;GO:0032732;GO:0140632",19915568,NA,NA,NA,NA,NA,NA
7897,"IFI16 inflammasome",3,2,66.67,"P29466, Q16666, Q9ULZ3","GO:0050729;GO:0005634;GO:0051607;GO:0002221;GO:0045087;GO:0061702;GO:0032731;GO:0140447",21575908,1.185,1.413,1.151,-1.041,-1.328,0.337
7900,"NEK7-NLRP3 inflammasome",4,2,50,"P29466, Q8TDX7, Q96P20, Q9ULZ3","GO:0061702;GO:0045087;GO:0002221;GO:0032731;GO:0072559;GO:0050727;GO:0032496;GO:0051726;GO:0006952;GO:0140447",26642356,-1.018,-1.118,-1.386,-1.377,-1.345,1
7901,"DPP9-NLRP1 complex",2,1,50,"Q86TI2, Q9C000","GO:0050727;GO:0045824",33731932,NA,NA,NA,NA,NA,NA
7902,"BCL10-CARD9-CASP8-MALT1-PYCARD inflammasome complex",5,1,20,"O95999, Q14790, Q9H257, Q9UDY8, Q9ULZ3","GO:0061702;GO:0045087;GO:0002223;GO:0002221;GO:0050727;GO:0032731;GO:0050832;GO:0140447",22267217,NA,NA,NA,NA,NA,NA
7903,"MALT1-ASC-CASP8 inflammasome",3,1,33.33,"Q14790, Q9UDY8, Q9ULZ3","GO:0050832;GO:0061702;GO:0045087;GO:0002221;GO:0032731;GO:0050727;GO:0002223;GO:0140447",22267217,NA,NA,NA,NA,NA,NA
7904,"IQGAP1-NLRC3 complex",2,1,50,"P46940, Q7RTR2","GO:0051607;GO:0032481;GO:0005737",28864474,NA,NA,NA,NA,NA,NA
7909,"NLRP12 inflammasome",3,1,33.33,"P29466, P59046, Q9ULZ3","GO:0061702;GO:0070269;GO:0002221;GO:0045087;GO:0050729;GO:0032731;GO:0051092;GO:0006952;GO:0140447",12019269,NA,NA,NA,NA,NA,NA
7910,"BAG2-HSPA2-NLRP14 complex",3,2,66.67,"O95816, P54652, Q86W24","GO:0007283;GO:0010498",32839316,1.109,1.207,1.26,1.17,1.102,1
7911,"NADPH oxidase",6,1,16.67,"P04839, P13498, P14598, P19878, P63000, Q15080","GO:0043020",11893732,NA,NA,NA,NA,NA,NA
7913,"NONO-NR5A1 complex",2,1,50,"Q13285, Q15233","GO:0006355;GO:0006694",11897684,NA,NA,NA,NA,NA,NA
7914,"NONO-SFPQ complex",2,2,100,"P23246, Q15233","GO:0006355;GO:0006694",11897684,1.019,1.08,1.007,-1.125,-1.289,0.093
7915,"NONO-NR5A1-SFPQ complex",3,2,66.67,"P23246, Q13285, Q15233","GO:0006355;GO:0006694",11897684,1.019,1.08,1.007,-1.125,-1.289,0.093
7916,"ILF3-NR5A2-PPARA-PRMT1 complex",4,2,50,"O00482, Q07869, Q12906, Q99873","GO:0006699;GO:0006695;GO:0006355",21554248,1.116,1.343,1.382,1.347,1.204,0.843
7919,"ILF3-NR5A2-SERBP1 complex",3,2,66.67,"O00482, Q12906, Q8NC51","GO:0006351;GO:0005634",26398198,1.052,1.116,1.061,-1.015,-1.177,0.999
7920,"IGFBP3-NONO-SFPQ complex",3,2,66.67,"P17936, P23246, Q15233","GO:0006303;GO:0005634",30725116,1.019,1.08,1.007,-1.125,-1.289,0.093
7930,"RAB8A-SYTL4 complex",2,1,50,"P61006, Q96C24","GO:0002576",23140275,NA,NA,NA,NA,NA,NA
7932,"ERBB3-ITGA6-ITGB4-NRG1 complex",4,1,25,"P16144, P21860, P23229, Q02297","GO:0007229",20682778,NA,NA,NA,NA,NA,NA
7933,"ERBB3-ITGAV-ITGB3-NRG1 complex",4,1,25,"P05106, P06756, P21860, Q02297","GO:0007229",20682778,NA,NA,NA,NA,NA,NA
7934,"GTF2I-PARP1-SFPQ complex",3,3,100,"P09874, P23246, P78347","GO:0001764;GO:0005634",20682778,-1.019,1.201,1.088,-1.186,-1.407,0.01
7936,"PSO4 complex",4,4,100,"O43660, O75934, Q99459, Q9UMS4","GO:0006397;GO:0005634",16223718,-1.082,1.017,1.004,-1.167,-1.234,0.115
7937,"PSO4-WRN complex",5,4,80,"O43660, O75934, Q14191, Q99459, Q9UMS4","GO:0005634;GO:0036297",16223718,-1.082,1.017,1.004,-1.167,-1.234,0.115
7938,"CDC5L-PRP19 complex",7,7,100,"O43660, O75934, P11142, Q8WYA6, Q99459, Q9P013, Q9UMS4","GO:0005634;GO:0000398",20176811,-1.059,1.027,-1.006,-1.161,-1.22,0.11
7939,"CDC5L-PRP19 core complex",4,4,100,"O43660, O75934, Q99459, Q9UMS4","GO:0005634;GO:0000398",20176811,-1.082,1.017,1.004,-1.167,-1.234,0.115
7942,"EXPH5-HDAC6-TM4SF5 complex",3,1,33.33,"O14894, Q8NEV8, Q9UBN7","GO:0016192;GO:0031256;GO:0016477",33554392,NA,NA,NA,NA,NA,NA
7943,"TM4SF5-ITGA5-EGFR complex",3,1,33.33,"O14894, P00533, P08648","GO:0005886;GO:0016477",28073834,NA,NA,NA,NA,NA,NA
7944,"TM4SF5-mTOR-SLC38A9 complex",3,1,33.33,"O14894, P42345, Q8NBW4","GO:0031929;GO:0005765",30956113,NA,NA,NA,NA,NA,NA
7945,"ITGA3-ITGB1-CD151 complex",3,3,100,"P05556, P26006, P48509","GO:0016477;GO:0007160",22986527,-1.06,-1.02,-1.31,-1.682,-1.886,0.029
7946,"SIX3-LSD1-NuRD(MTA3) Complex",9,5,55.56,"O60341, O95343, O95983, Q09028, Q13547, Q16576, Q92769, Q9BTC8, Q9UBB5","GO:0001837;GO:0005634;GO:0010468;GO:0006355;GO:0007224;GO:0016055",29463994,-1.006,-1.084,-1.193,-1.372,-1.722,0.158
7947,"MBD3-NuRD complex",13,8,61.54,"O14519, O94776, O95983, Q09028, Q12873, Q13547, Q14839, Q16576, Q86UK7, Q86YP4, Q8WXI9, Q92769, Q9ULU4","None",23066101,1.004,-1.031,-1.117,-1.3,-1.587,0.026
7950,"NFKB2(p49)-RELA-SP1 complex",3,1,33.33,"P08047, Q00653-3, Q04206","GO:0010468",8253080,NA,NA,NA,NA,NA,NA
7952,"IRF8-SPI1-STAT1 complex",3,1,33.33,"P17947, P42224, Q02556","GO:0005634;GO:0010628",17386941,NA,NA,NA,NA,NA,NA
7953,"IRF1-STAT1 complex",2,1,50,"P10914, P42224","GO:0045893",10921891,NA,NA,NA,NA,NA,NA
7954,"BIF1-UVRAG-Beclin1 complex",3,1,33.33,"Q14457, Q9P2Y5, Q9Y371","GO:0006914;GO:0000045;GO:0042594",17891140,NA,NA,NA,NA,NA,NA
7956,"NRIP1-YWHAH complex",2,1,50,"P48552, Q04917","GO:0045893;GO:0005634;GO:0005737",11266503,NA,NA,NA,NA,NA,NA
7958,"Pyrin inflammasome",3,1,33.33,"O15553, P29466, Q9ULZ3","GO:0045087;GO:0002221;GO:0032731;GO:0061702;GO:0050729;GO:0042742;GO:0140447",16037825,NA,NA,NA,NA,NA,NA
7960,"ER membrane protein complex (EMC8)",9,6,66.67,"O43402, Q15006, Q5J8M3, Q5UCC4, Q8N4V1, Q8N766, Q9BV81, Q9NPA0, Q9P0I2","GO:0045048",32439656,1.13,-1.032,1.066,1.14,1.111,0.62
7961,"ER membrane protein complex (EMC9)",9,6,66.67,"Q15006, Q5J8M3, Q5UCC4, Q8N4V1, Q8N766, Q9BV81, Q9NPA0, Q9P0I2, Q9Y3B6","GO:0045048",32439656,1.13,-1.032,1.066,1.14,1.111,0.62
7964,"NUBP1-NUBP2 complex",2,2,100,"P53384, Q9Y5Y2","GO:0005829;GO:0055072;GO:0016049",18573874,1.074,1.111,1.114,-1.039,-1.08,1
7965,"DCTN1-DYNC1I1-NUDC-PLK1 complex",4,2,50,"O14576, P53350, Q14203, Q9Y266","GO:0000910",12852857,-1.07,-1.269,-1.339,-1.362,-1.37,0.12
7966,"ALYREF-NXF1-RBM8A-UPF3A complex",4,3,75,"Q86V81, Q9H1J1, Q9UBU9, Q9Y5S9","GO:0005654;GO:0000184;GO:0051168",11546873,-1.039,1.078,1.026,-1.102,-1.206,0.75
7967,"ALYREF-NXF1-RBM8A-UPF3B complex",4,3,75,"Q86V81, Q9BZI7, Q9UBU9, Q9Y5S9","GO:0005654;GO:0000184;GO:0051168",11546873,-1.039,1.078,1.026,-1.102,-1.206,0.75
7968,"NXF1-NXT1 complex",2,1,50,"Q9UBU9, Q9UKK6","GO:0006405;GO:0005634",10228171,NA,NA,NA,NA,NA,NA
7971,"GIT1-MAT2B complex",2,2,100,"Q9NZL9, Q9Y2X7","GO:0007265;GO:0000165",25794709,1.05,1.136,1.061,1.035,1.03,1
7974,"cBAF complex",14,8,57.14,"O14497, O96019, P51532, P60709, Q12824, Q4VC05, Q8NFD5, Q8TAQ2, Q8WUZ0, Q92785, Q92922, Q92925, Q969G3, Q96GM5","GO:0006338;GO:0070603;GO:0006355",1234567,-1.107,-1.203,-1.336,-2.971,-7.102,0.178
7975,"PBAF complex",14,6,42.86,"O96019, P51532, P60709, Q12824, Q4VC05, Q68CP9, Q86U86, Q8TAQ2, Q8WUB8, Q8WUZ0, Q92922, Q969G3, Q96GM5, Q9NPI1","GO:0006338;GO:0006355;GO:0071565",1234567,-1.101,-1.195,-1.326,-1.617,-2.963,0.04
7976,"SIX3-LSD1-MTA3 complex",3,1,33.33,"O60341, O95343, Q9BTC8","GO:0001837;GO:0005634;GO:0010468;GO:0016055;GO:0007224;GO:0006355",29463994,NA,NA,NA,NA,NA,NA
7977,"cBAF complex",14,7,50,"O14497, O96019, P51531, P60709, Q12824, Q4VC05, Q8NFD5, Q8TAQ2, Q8WUZ0, Q92785, Q92922, Q92925, Q969G3, Q96GM5","GO:0006338;GO:0071565;GO:0006355",1234567,-1.118,-1.213,-1.328,-3.264,-9.487,0.258
7978,"PBAF complex",14,5,35.71,"O96019, P51531, P60709, Q12824, Q4VC05, Q68CP9, Q86U86, Q8TAQ2, Q8WUB8, Q8WUZ0, Q92922, Q969G3, Q96GM5, Q9NPI1","GO:0006338;GO:0071565;GO:0006355",1234567,-1.115,-1.208,-1.314,-1.617,-3.34,0.063
7979,"WDTC1-DDB1-CUL4-ROC1 E3 ligase complex",5,4,80,"P62877, Q13619, Q13620, Q16531, Q8N5D0","GO:0060612;GO:0033522;GO:0010468",27113764,-2.343,-1.186,-2.836,-3.059,-3.226,0.767
7980,"ncBAF complex",10,3,30,"O96019, P51531, P60709, Q15532, Q4VC05, Q6AI39, Q8WUZ0, Q92922, Q96GM5, Q9H8M2","GO:0006338;GO:0071565;GO:0006355",1234567,-1.033,-1.392,-1.514,-1.747,-19.588,0.457
7981,"ncBAF complex",10,4,40,"O96019, P51532, P60709, Q15532, Q4VC05, Q6AI39, Q8WUZ0, Q92922, Q96GM5, Q9H8M2","GO:0006338;GO:0071565;GO:0006355",1234567,-1.032,-1.221,-1.387,-1.618,-4.97,0.063
7990,"NPM1-PA2G4 complex",2,2,100,"P06748, Q9UQ80","GO:0042981;GO:0042127",17951246,-1.17,-1.183,-1.179,-1.273,-1.334,0.771
7992,"RNA polymerase III complex",15,3,20,"O14802, O15160, O15318, O75575, P05423, P0DPB6, P52434, P53803, P62875, Q9BUI4, Q9H1D9, Q9NVU0, Q9NW08, Q9Y2Y1, Q9Y535","GO:0006383;GO:0006386;GO:0006384",33335104,-12.796,-1.273,-13.307,-15.451,-14.711,0.721
7995,"E2F1-HDAC2-PA2G4-RB1 complex",4,2,50,"P06400, Q01094, Q92769, Q9UQ80","GO:0005634;GO:0045892",15073182,-1.043,-1.17,-1.117,-1.224,-1.37,0.391
7996,"HSPA8-PA2G4-STUB1 complex",3,3,100,"P11142, Q9UNE7, Q9UQ80","GO:0010498",24651434,-1.068,-1.275,-1.211,-1.207,-1.238,0.074
7997,"ILF3-PA2G4 complex",2,2,100,"Q12906, Q9UQ80","GO:0003729;GO:0010468",21624892,-1.036,1.009,-1.015,-1.047,-1.14,1
8000,"BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex",5,1,20,"O14763, O43521, P50591, Q07812, Q86VP3","GO:0006915;GO:0005764",22645134,NA,NA,NA,NA,NA,NA
8002,"Translin-Trax complex",2,2,100,"Q15631, Q99598","GO:0003677;GO:0009749;GO:0005737;GO:0005634",15919079,1.025,1.048,1.005,-1.204,-1.315,0.188
8004,"Cathepsin A-beta-galactosidase complex",2,2,100,"P10619, P16278","GO:0005764;GO:0065003;GO:0015925",8363614,1.262,2.156,2.268,1.995,1.749,0.04
8005,"Cathepsin A-beta-galactosidase-neuraminidase complex",3,3,100,"P10619, P16278, Q99519","GO:0005764;GO:0015925",8053688,1.199,2.067,2.25,2.079,1.585,0.028
8006,"CTBP1-EP300-FOXO3 complex",3,1,33.33,"O43524, Q09472, Q13363","GO:0006355;GO:0042981",31074088,NA,NA,NA,NA,NA,NA
8007,"APC/C complex",7,3,42.86,"P30260, Q13042, Q9H1A4, Q9UJX2, Q9UJX3, Q9UJX4, Q9UJX6","GO:0007059;GO:0010458",11859075,-1.139,-1.261,-6.255,-1.398,-6.65,0.376
8008,"APC/C complex, 1.5 MDa",11,3,27.27,"O14519, P30260, Q13042, Q8NHZ8, Q9H1A4, Q9NYG5, Q9UJX2, Q9UJX3, Q9UJX4, Q9UJX5, Q9UJX6","GO:0000278;GO:0005634;GO:0031145;GO:0016567;GO:0007059;GO:0010458",16275329,-1.139,-1.261,-6.255,-1.398,-6.65,0.376
8011,"Aurora A-TPX2-NuMA complex",3,1,33.33,"O14965, Q14980, Q9ULW0","GO:0000132;GO:0071228",33275894,NA,NA,NA,NA,NA,NA
8012,"CTBP2-EP300-RUNX2 complex",3,1,33.33,"P56545, Q09472, Q13950","GO:0006355;GO:0030278",30585266,NA,NA,NA,NA,NA,NA
8015,"CTLH complex, submodule of the IFT/lebercilin complex",12,6,50,"O43464, P62699, Q6VN20, Q7L5Y9, Q8IUR7, Q8IVV7, Q96HS1, Q96S59, Q9H7D7, Q9H871, Q9NWU2, Q9UL63","GO:0043130;GO:0006511",24563533,1.069,-1.339,-6.044,-1.313,-1.151,0.916
8016,"Dynein light chain complex (DYNLL1, DYNLL2)",2,2,100,"P63167, Q96FJ2","GO:0060271",24563533,23.205,1.234,28.781,29.962,28.257,0.506
8020,"PACSIN2-PICK1 complex",2,1,50,"Q9NRD5, Q9UNF0","GO:0060292",23918399,NA,NA,NA,NA,NA,NA
8022,"SRCAP-containing complex",7,3,42.86,"O95619, O96019, Q6ZRS2, Q9GZN1, Q9NPF5, Q9Y230, Q9Y265","GO:0005634;GO:0006338",16634648,-1.011,-1.008,-1.109,-1.27,-1.363,0.029
8028,"CD4 receptor complex",9,4,44.44,"P01730, P02786, P06239, P07437, P08575, P08670, P35579, Q14761, Q9BQE3","GO:0042110;GO:0006955",18205604,-1.087,1.007,-1.178,-1.415,-1.332,0.662
8058,"MAP1LC3A-OFD1-PCM1 complex",3,1,33.33,"O75665, Q15154, Q9H492","GO:0060271;GO:0034451",24089205,NA,NA,NA,NA,NA,NA
8059,"LYN-PAG1-STAT3 complex",3,1,33.33,"P07948, P40763, Q9NWQ8","GO:0045121;GO:0008219",18070987,NA,NA,NA,NA,NA,NA
8061,"CSK-FYN-PAG1 complex",3,1,33.33,"P06241, P41240, Q9NWQ8","GO:0002870",17389760,NA,NA,NA,NA,NA,NA
8062,"FYN-PAG1-KHDRBS1-RASA1 complex",4,2,50,"P06241, P20936, Q07666, Q9NWQ8","GO:0002870",17389760,1.088,1.141,-1.002,1.01,-1.023,1
8063,"FYN-KHDRBS1-PAG1 complex",3,1,33.33,"P06241, Q07666, Q9NWQ8","GO:0002870",17389760,NA,NA,NA,NA,NA,NA
8064,"CSK-PAG1 complex",2,1,50,"P41240, Q9NWQ8","GO:0042110;GO:0045121",11390365,NA,NA,NA,NA,NA,NA
8066,"MSN-PAG1-SLC9A3R1 complex",3,2,66.67,"O14745, P26038, Q9NWQ8","GO:2000520;GO:0042110",11777944,1.059,1.037,-1.121,-1.293,-1.352,0.047
8071,"PAN2-PAN3-PABPC1 complex",3,1,33.33,"P11940, Q504Q3, Q58A45","GO:0004535;GO:0005737",14583602,NA,NA,NA,NA,NA,NA
8072,"AHCYL1-CPSF complex",6,4,66.67,"O43865, O95639, Q10570, Q6UN15, Q9P2I0, Q9UKF6","None",19224921,-1.018,1.044,-1.031,-1.238,-1.486,0.15
8073,"AHCYL1-FIP1L1-PAPOLA complex",3,2,66.67,"O43865, P51003, Q6UN15","GO:0043631",19224921,1.125,1.224,1.103,-1.065,-1.372,0.237
8074,"ARL3-RP2-UNC119 complex",3,2,66.67,"O75695, P36405, Q13432","GO:0003924;GO:0009881;GO:0097733;GO:0007601",18588884,-1.111,1.099,-1.029,-1.29,-1.349,0.805
8075,"PARL-STOML2-YME1L1 complex",3,2,66.67,"Q96TA2, Q9H300, Q9UJZ1","GO:0034982;GO:0035694;GO:0005739",27737933,-1.056,-1.076,-1.062,-1.018,-1.141,1
8078,"AGO2-PARN complex",2,1,50,"O95453, Q9UKV8","GO:0000289;GO:0005737;GO:0005634",26400160,NA,NA,NA,NA,NA,NA
8087,"FXN42-ISD11-ISCU-NFS1 complex",4,1,25,"Q16595, Q9H1K1, Q9HD34, Q9Y697","GO:0016226;GO:0005739",0,NA,NA,NA,NA,NA,NA
8097,"Mt-MMP-1-TIMP-2 complex",2,1,50,"P16035, P50281","GO:0030198",8665498,NA,NA,NA,NA,NA,NA
